,CustomerID,Age,AvgMonthlyGBDownload,AvgMonthlyLongDistanceCharges,ChurnCategory,ChurnReason,ChurnScore,City,CLTV,Country,Latitude,Longitude,Married,Referrals,Population,ReferredFriend,SatisfactionScore,StreamingMusic,TotalExtraDataCharges,TotalLongDistanceCharges,TotalRefunds,TotalRevenue,UnlimitedData,ZipCode
1667,5652-MSDEY,37,21,39.85,,,52,Sutter Creek,4525,United States,38.432145,-120.77069,No,0,4610,No,'5',No,0,398.5,0.0,1175.8,Yes,'95685'
1668,8869-LIHMK,51,4,44.31,,,78,King City,5213,United States,36.220761,-120.980777,No,0,14477,No,'3',Yes,0,2835.84,0.0,10169.89,Yes,'93930'
1669,4304-XUMGI,74,18,32.9,,,34,Moreno Valley,6084,United States,33.970661,-117.255039,Yes,3,46214,Yes,'4',Yes,0,1645.0,0.0,5467.45,Yes,'92557'
1670,7541-YLXCL,25,85,26.51,Other,Don't know,71,Pomona,5220,United States,34.083086,-117.737997,No,0,46626,No,'1',Yes,0,954.36,0.0,3452.76,Yes,'91767'
1671,8878-RYUKI,30,59,9.37,,,40,Long Beach,6107,United States,33.760458,-118.129725,No,0,31352,No,'3',Yes,0,487.24,0.0,3530.94,Yes,'90803'
1672,3373-DIUUN,58,0,40.0,,,70,Hinkley,3047,United States,34.983808,-117.239306,Yes,6,1933,Yes,'3',No,0,1200.0,0.0,1911.9,No,'92347'
1673,9708-KFDBY,29,0,7.32,,,28,Oceanside,4801,United States,33.351059,-117.420557,No,0,98239,No,'4',No,0,7.32,0.0,27.87,No,'92054'
1674,7931-PXHFC,46,14,46.21,Dissatisfaction,Poor expertise of phone support,83,Duarte,3818,United States,34.145695,-117.95982,No,0,27414,No,'3',Yes,0,1755.98,0.0,4110.78,Yes,'91010'
1675,8898-KASCD,41,14,0.0,,,76,Biggs,3752,United States,39.457388,-121.818201,No,0,3169,No,'3',No,0,0.0,0.0,1309.15,Yes,'95917'
1676,8984-HPEMB,58,21,17.9,,,73,Lytle Creek,4296,United States,34.238162,-117.534306,No,0,1090,No,'3',Yes,0,1270.9,0.0,9748.5,Yes,'92358'
1677,2777-PHDEI,20,59,29.41,Competitor,Competitor offered more data,91,Ahwahnee,3458,United States,37.375816,-119.739935,No,0,1968,No,'1',Yes,10,29.41,0.0,117.46,No,'93601'
1678,3976-HXHCE,57,0,45.75,,,42,Belvedere Tiburon,4722,United States,37.885629,-122.46858,No,0,13065,No,'4',No,0,3294.0,0.0,4708.8,No,'94920'
1679,8149-AIQCG,43,24,8.69,,,62,Redondo Beach,3271,United States,33.873395,-118.37019,No,0,37322,No,'5',No,0,338.91,0.0,3069.76,Yes,'90278'
1680,3148-BLQJT,33,0,16.81,Competitor,Competitor made better offer,80,Fallbrook,5747,United States,33.362575,-117.299644,No,0,42239,No,'1',No,0,16.81,0.0,36.91,No,'92028'
1681,7601-DHFWZ,54,0,30.82,,,66,Simi Valley,3948,United States,34.296813,-118.685703,No,0,49027,No,'3',No,0,1479.36,0.0,2662.41,No,'93063'
1682,4654-DLAMQ,69,11,3.76,,,68,Warner Springs,4053,United States,33.323705,-116.626907,Yes,9,1205,Yes,'3',No,0,240.64,0.0,6671.54,Yes,'92086'
1683,2928-HLDBA,31,0,7.72,,,47,Cypress,5346,United States,33.818477,-118.038307,No,0,47344,No,'5',No,0,46.32,0.0,159.07,No,'90630'
1684,8232-CTLKO,58,16,8.39,,,80,Ocotillo,5979,United States,32.698964,-115.886656,Yes,9,471,Yes,'3',No,0,553.74,0.0,4550.54,Yes,'92259'
1685,4472-LVYGI,43,20,0.0,,,36,San Bernardino,2578,United States,34.084909,-117.258107,Yes,2,12149,Yes,'3',No,0,0.0,0.0,525.5,Yes,'92408'
1686,1965-AKTSX,65,6,16.36,Competitor,Competitor made better offer,88,Byron,5203,United States,37.83323,-121.601461,No,0,10153,No,'1',No,0,229.04,0.0,1330.89,Yes,'94514'
1687,2070-FNEXE,77,18,26.95,Price,Lack of affordable download/upload speed,81,Pasadena,4419,United States,34.159007,-118.087353,No,0,32369,No,'2',No,0,188.65,11.05,681.2,No,'91107'
1688,1698-XFZCI,30,71,42.4,,,29,Artesia,5364,United States,33.867593,-118.080637,No,0,16398,No,'3',Yes,0,2586.4,0.0,9108.3,Yes,'90701'
1689,0402-OAMEN,36,0,20.56,,,64,Spreckels,5335,United States,36.624641,-121.647195,Yes,4,407,Yes,'3',No,0,1480.32,0.0,3189.42,No,'93962'
1690,0640-YJTPY,19,0,5.7,,,71,Smartville,4974,United States,39.176595,-121.291692,Yes,3,963,Yes,'5',No,0,410.4,0.0,1904.15,No,'95977'
1691,1866-OBPNR,28,59,42.99,,,22,Sacramento,5494,United States,38.619049,-121.517552,Yes,5,31422,Yes,'5',No,0,42.99,0.0,117.59,Yes,'95833'
1692,3874-EQOEP,32,28,20.52,Competitor,Competitor had better devices,94,Long Beach,2786,United States,33.783047,-118.1486,No,0,43467,No,'1',Yes,10,143.64,36.6,772.54,No,'90804'
1693,1641-RQDAY,77,19,49.21,,,59,Wallace,4848,United States,38.192608,-120.957842,Yes,1,304,Yes,'3',No,0,1574.72,0.0,4792.37,Yes,'95254'
1694,6242-FEGFD,43,20,36.55,,,69,Stratford,4454,United States,36.175255,-119.813805,Yes,5,1729,Yes,'3',No,0,2412.3,0.0,8836.55,Yes,'93266'
1695,4010-YLMVT,25,51,24.77,,,80,Yucaipa,5056,United States,34.04597,-117.011825,No,0,41575,No,'4',Yes,0,1387.12,0.0,7281.07,Yes,'92399'
1696,8544-JNBOX,31,0,23.43,,,57,Weimar,4626,United States,39.00978,-120.978273,No,0,31,No,'5',No,0,1686.96,0.0,3208.16,No,'95736'
1697,4510-PYUSH,67,27,26.1,Attitude,Attitude of support person,75,Sylmar,3110,United States,34.321621,-118.399841,No,0,81986,No,'1',No,0,991.8,0.0,3242.45,Yes,'91342'
1698,3059-NGMXB,52,76,2.96,,,24,San Jose,2871,United States,37.257063,-121.923037,Yes,8,45257,Yes,'3',Yes,0,41.44,0.0,986.09,Yes,'95124'
1699,2545-EBUPK,70,22,21.9,,,72,Los Angeles,5039,United States,33.954017,-118.402447,No,0,39334,No,'3',No,0,43.8,0.0,229.85,Yes,'90045'
1700,8974-OVACP,40,0,27.59,,,31,Yermo,3167,United States,35.013299,-116.834092,No,0,1195,No,'4',No,0,27.59,0.0,47.74,No,'92398'
1701,0923-PNFUB,55,4,46.36,Attitude,Attitude of support person,65,Westlake Village,4852,United States,34.130992,-118.894673,No,0,18735,No,'2',No,0,139.08,0.0,386.33,Yes,'91361'
1702,6369-MCAKO,50,23,47.91,,,49,Monterey Park,5001,United States,34.049172,-118.115022,Yes,4,26933,Yes,'3',Yes,0,3257.88,0.0,9443.68,Yes,'91755'
1703,9003-CPATH,53,14,9.46,,,70,Carson,2583,United States,33.822295,-118.26411,No,0,55486,No,'4',No,0,397.32,23.47,3687.25,Yes,'90745'
1704,6631-HMANX,39,16,31.15,,,53,Kelseyville,5641,United States,38.93496,-122.792243,Yes,10,9902,Yes,'4',Yes,0,2242.8,0.0,8470.3,Yes,'95451'
1705,3512-IZIKN,57,24,42.67,Dissatisfaction,Product dissatisfaction,85,San Bernardino,5591,United States,34.183286,-117.221722,Yes,1,53636,Yes,'1',No,0,2986.9,0.0,7746.65,Yes,'92404'
1706,7056-IMHCC,69,6,7.94,Price,Price too high,94,Torrance,5884,United States,33.833699,-118.314387,Yes,1,40705,Yes,'1',No,0,420.82,0.0,5970.22,Yes,'90501'
1707,7548-SEPYI,62,10,32.12,Competitor,Competitor made better offer,74,Temecula,5056,United States,33.507255,-117.029473,No,0,46171,No,'2',Yes,0,160.6,0.0,673.05,Yes,'92592'
1708,3137-LUPIX,58,19,1.1,,,61,Yucca Valley,3334,United States,34.159534,-116.425984,No,0,20486,No,'4',No,0,4.4,0.0,257.4,Yes,'92284'
1709,7595-EUIVN,53,26,14.48,Competitor,Competitor had better devices,70,Clearlake,3940,United States,38.965804,-122.631779,No,0,13485,No,'1',No,0,14.48,0.0,90.28,Yes,'95422'
1710,7184-LRUUR,22,85,1.74,,,52,Los Banos,5146,United States,36.995162,-120.955099,No,0,29124,No,'5',No,0,38.28,0.0,1480.08,Yes,'93635'
1711,9140-CZQZZ,38,14,47.95,,,39,Lee Vining,5601,United States,37.890145,-119.184087,Yes,7,504,Yes,'4',Yes,0,3260.6,0.0,8776.4,Yes,'93541'
1712,6551-VLJMV,44,0,4.42,,,29,Hemet,2236,United States,33.739415,-116.968339,Yes,6,29687,Yes,'3',No,0,150.28,0.0,829.28,No,'92543'
1713,0489-WMEMG,61,53,25.85,,,70,Korbel,5237,United States,40.7666,-123.80458,No,0,155,No,'3',No,0,594.55,0.0,1713.9,Yes,'95550'
1714,8690-ZVLCL,49,22,43.51,,,44,Los Angeles,5436,United States,34.088017,-118.327168,Yes,10,32562,Yes,'3',Yes,40,2958.68,0.0,9160.58,No,'90038'
1715,1091-SOZGA,27,71,42.37,,,43,La Palma,4606,United States,33.850504,-118.039892,Yes,1,15505,Yes,'4',Yes,0,2372.72,0.0,7888.17,Yes,'90623'
1716,4283-FUTGF,67,15,16.78,Dissatisfaction,Network reliability,65,El Sobrante,3715,United States,37.963995,-122.288296,No,0,25399,No,'3',No,0,318.82,0.0,1790.57,Yes,'94803'
1717,5394-MEITZ,26,42,14.0,,,52,Corona Del Mar,5667,United States,33.600987,-117.862734,Yes,5,13422,Yes,'5',Yes,0,840.0,0.0,5786.7,Yes,'92625'
1718,2848-YXSMW,38,0,49.5,,,23,Torrance,5234,United States,33.840399,-118.353714,Yes,1,41979,Yes,'5',No,0,3564.0,0.0,4927.25,No,'90503'
1719,2511-ALLCS,38,0,18.86,,,32,Temple City,5998,United States,34.101608,-118.055848,Yes,5,32718,Yes,'4',No,0,660.1,0.0,1481.7,No,'91780'
1720,3391-JSQEW,32,28,24.3,,,71,San Jose,2454,United States,37.34667,-121.910019,Yes,7,18197,Yes,'4',No,0,972.0,37.03,2993.47,Yes,'95110'
1721,4512-ZUIYL,31,10,37.76,Other,Moved,81,Sunnyvale,2928,United States,37.421633,-122.009613,No,0,16985,No,'3',No,0,75.52,0.0,228.57,Yes,'94089'
1722,5906-CVLHP,60,26,42.04,Attitude,Attitude of service provider,92,Rowland Heights,2761,United States,33.976753,-117.897367,Yes,1,46342,Yes,'2',No,0,1891.8,0.0,4211.6,Yes,'91748'
1723,0277-ORXQS,33,23,0.0,,,30,San Francisco,4652,United States,37.791998,-122.408653,Yes,9,13723,Yes,'4',Yes,110,0.0,0.0,3474.55,No,'94108'
1724,2930-UOTMB,29,52,31.14,Competitor,Competitor offered higher download speeds,68,Riverside,4403,United States,33.930931,-117.361788,No,0,42425,No,'1',No,120,965.34,0.0,3079.64,No,'92506'
1725,7148-XZPHA,43,53,13.45,,,32,Rancho Cordova,4162,United States,38.602723,-121.279913,Yes,9,49729,Yes,'4',No,0,739.75,0.0,4978.2,Yes,'95670'
1726,6857-VWJDT,45,9,32.33,Attitude,Attitude of service provider,87,Santa Cruz,3473,United States,36.993451,-122.098858,No,0,43192,No,'2',Yes,0,32.33,0.0,127.98,Yes,'95060'
1727,5917-HBSDW,20,0,2.68,,,31,Mill Valley,2360,United States,37.901371,-122.572024,Yes,1,28727,Yes,'5',No,0,99.16,0.0,782.91,No,'94941'
1728,4257-GAESD,25,52,0.0,,,72,Dinuba,2270,United States,36.523619,-119.386868,No,0,24206,No,'5',Yes,0,0.0,0.0,298.7,Yes,'93618'
1729,0750-EKNGL,44,0,47.19,,,46,Hyampom,4476,United States,40.648024,-123.465088,No,0,268,No,'5',No,0,330.33,0.0,471.43,No,'96046'
1730,6952-OMNWB,75,15,34.31,,,28,Creston,5581,United States,35.480896,-120.469476,Yes,7,1203,Yes,'4',No,0,2333.08,0.0,7922.38,Yes,'93432'
1731,1767-CJKBA,39,0,49.13,,,48,Richmond,6025,United States,37.921034,-122.341798,No,0,39089,No,'4',No,0,3242.58,0.0,4940.28,No,'94804'
1732,8401-EMUWF,64,17,16.67,,,36,Paramount,4701,United States,33.897122,-118.164432,Yes,10,55306,Yes,'3',No,0,700.14,0.0,3758.44,Yes,'90723'
1733,6349-JDHQP,62,0,18.81,,,36,Fowler,6338,United States,36.625792,-119.672483,No,0,5635,No,'3',No,0,996.93,0.0,2046.53,No,'93625'
1734,8591-NXRCV,47,12,31.08,,,77,Malibu,3859,United States,34.074572,-118.831181,No,0,19630,No,'4',Yes,100,1274.28,0.0,4464.93,No,'90265'
1735,8473-VUVJN,80,19,39.88,Attitude,Attitude of service provider,86,Temecula,5443,United States,33.475493,-117.219551,No,0,3070,No,'3',No,0,39.88,0.0,113.53,Yes,'92590'
1736,9058-CBREO,69,2,22.56,Dissatisfaction,Product dissatisfaction,95,Winton,3357,United States,37.421299,-120.599587,No,0,11463,No,'1',No,0,22.56,0.0,73.11,Yes,'95388'
1737,7138-GIRSH,63,2,27.04,,,76,Camarillo,4145,United States,34.205504,-118.993111,No,0,24945,No,'5',Yes,0,1352.0,5.73,4764.47,Yes,'93012'
1738,4480-QQRHC,72,13,2.18,,,79,Hydesville,4899,United States,40.557314,-124.081662,No,0,1201,No,'3',No,0,17.44,0.0,617.59,Yes,'95547'
1739,4312-GVYNH,46,26,0.0,,,26,Westminster,5460,United States,33.752591,-117.993661,Yes,8,88230,Yes,'3',Yes,0,0.0,0.0,3370.2,Yes,'92683'
1740,3656-TKRVZ,19,52,1.24,Competitor,Competitor offered more data,65,Chula Vista,5787,United States,32.636792,-117.054989,No,0,74025,No,'2',Yes,0,3.72,0.0,168.92,Yes,'91910'
1741,8873-GLDMH,45,9,27.69,,,76,Courtland,4220,United States,38.311609,-121.554034,No,0,699,No,'4',No,0,166.14,0.0,567.44,Yes,'95615'
1742,1591-NFNLQ,38,16,5.62,Other,Poor expertise of online support,91,Fallbrook,4769,United States,33.362575,-117.299644,No,0,42239,No,'3',No,0,286.62,0.0,4528.97,Yes,'92028'
1743,9143-CANJF,29,85,27.37,,,80,Topaz,2200,United States,38.636052,-119.489162,Yes,7,116,Yes,'3',No,0,656.88,0.0,1976.73,Yes,'96133'
1744,4389-UEFCZ,25,59,21.96,,,62,Monte Rio,5551,United States,38.471049,-123.015549,Yes,0,1537,No,'3',Yes,0,1581.12,0.0,9125.12,Yes,'95462'
1745,0690-SRQID,20,0,18.28,,,72,Stockton,4925,United States,37.954089,-121.329761,No,0,16357,No,'3',No,0,73.12,0.0,140.67,No,'95203'
1746,3587-PMCOY,37,26,46.33,,,50,Placerville,4614,United States,38.733714,-120.795213,No,0,34146,No,'3',Yes,0,463.3,0.0,1528.25,Yes,'95667'
1747,0488-GSLFR,41,27,8.31,Dissatisfaction,Product dissatisfaction,91,Taylorsville,3365,United States,40.053684,-120.743116,No,0,513,No,'1',No,0,8.31,0.0,77.81,Yes,'95983'
1748,7964-VEXDG,61,24,13.39,,,62,Anaheim,4579,United States,33.807864,-117.923782,No,0,45086,No,'3',No,0,281.19,0.0,2028.39,Yes,'92802'
1749,5307-UVGNB,40,25,0.0,,,54,Compton,4116,United States,33.88151,-118.234451,Yes,5,47305,Yes,'4',Yes,0,0.0,0.0,2495.2,Yes,'90220'
1750,3733-UOCWF,78,23,46.65,,,62,Helendale,4845,United States,34.757783,-117.33997,Yes,5,4948,Yes,'4',No,0,2845.65,0.0,8097.4,Yes,'92342'
1751,5669-SRAIP,55,2,0.0,Competitor,Competitor offered higher download speeds,93,Larkspur,2863,United States,37.937082,-122.532369,No,0,6773,No,'2',Yes,0,0.0,39.27,171.48,Yes,'94939'
1752,6980-CDGFC,57,0,7.91,,,71,Aptos,5972,United States,37.013471,-121.877877,Yes,5,24227,Yes,'5',No,0,529.97,0.0,1857.37,No,'95003'
1753,4713-LZDRV,80,30,31.91,Price,Long distance charges,94,Malibu,4322,United States,34.037037,-118.705803,No,0,11,No,'3',No,0,63.82,0.0,258.87,Yes,'90263'
1754,4114-QMKVN,25,76,7.31,,,53,Surfside,6494,United States,33.728273,-118.085304,Yes,7,174,Yes,'3',Yes,110,409.36,0.0,4334.76,No,'90743'
1755,7508-KBIMB,33,53,2.31,,,52,Jamestown,3607,United States,37.84771,-120.486589,Yes,7,9559,Yes,'4',No,0,55.44,0.0,1509.69,Yes,'95327'
1756,7089-RKVSZ,43,0,23.18,,,35,Woody,2028,United States,35.710244,-118.881679,Yes,6,88,Yes,'5',No,0,185.44,0.0,389.39,No,'93287'
1757,7890-VYYWG,67,20,0.0,Competitor,Competitor had better devices,89,Sutter,3766,United States,39.172777,-121.805845,Yes,1,3193,Yes,'1',No,0,0.0,0.0,93.7,Yes,'95982'
1758,3873-WOSBC,58,0,11.74,,,38,Catheys Valley,4879,United States,37.394411,-120.127262,Yes,1,986,Yes,'3',No,0,786.58,0.0,2571.48,No,'95306'
1759,2833-SLKDQ,23,73,48.03,Competitor,Competitor had better devices,91,Caspar,4094,United States,39.361283,-123.784599,No,0,333,No,'1',Yes,0,48.03,0.0,93.08,Yes,'95420'
1760,2983-ZANRP,27,59,8.5,Competitor,Competitor had better devices,90,La Puente,5799,United States,34.031441,-117.936436,Yes,1,84965,Yes,'1',Yes,0,17.0,0.0,162.4,Yes,'91744'
1761,2824-DXNKN,26,73,38.99,,,30,Santa Cruz,5656,United States,37.031404,-121.981865,Yes,8,8365,Yes,'3',Yes,0,2807.28,0.0,7833.13,Yes,'95065'
1762,5906-BFOZT,54,0,8.02,,,21,Loleta,3753,United States,40.665952,-124.240051,No,0,1447,No,'5',No,0,8.02,0.0,27.52,No,'95551'
1763,7706-YLMQA,30,0,10.0,,,72,Madera,6072,United States,37.004068,-119.930027,No,0,49247,No,'4',No,0,700.0,0.0,2041.5,No,'93638'
1764,6198-RTPMF,46,13,9.22,,,32,Oregon House,4756,United States,39.342587,-121.249833,Yes,10,1519,Yes,'4',Yes,0,156.74,0.0,1736.44,Yes,'95962'
1765,1724-BQUHA,67,6,45.72,Attitude,Attitude of support person,66,Los Gatos,2718,United States,37.233034,-121.947427,No,0,24443,No,'2',No,0,228.6,0.0,706.3,Yes,'95032'
1766,6821-JPCDC,29,59,47.64,,,66,Castro Valley,5893,United States,37.722727,-122.02157,Yes,4,13212,Yes,'5',Yes,0,2286.72,0.0,6979.67,Yes,'94552'
1767,5968-HYJRZ,28,0,15.68,,,78,Kerman,3629,United States,36.727418,-120.123526,Yes,3,14062,Yes,'4',No,0,736.96,0.0,1897.41,No,'93630'
1768,8845-LWKGE,56,18,36.74,,,60,El Dorado,2215,United States,38.63153,-120.842609,Yes,4,4097,Yes,'5',No,0,1102.2,0.0,3087.35,Yes,'95623'
1769,7872-RDDLZ,68,28,48.43,,,33,Piercy,4826,United States,39.955587,-123.681175,No,0,200,No,'4',No,0,3244.81,0.0,6970.31,Yes,'95587'
1770,4741-WWJQZ,49,23,26.58,,,26,Forestville,5251,United States,38.499302,-122.92444,Yes,0,6216,No,'3',No,0,53.16,0.0,247.71,Yes,'95436'
1771,1219-NNDDO,51,8,42.41,,,38,Los Angeles,4834,United States,34.039224,-118.266293,No,0,15140,No,'5',No,0,381.69,0.0,1045.24,Yes,'90015'
1772,0361-HJRDX,38,28,0.0,,,40,Sherman Oaks,4146,United States,34.147149,-118.463365,No,0,22085,No,'3',Yes,130,0.0,0.0,4669.6,No,'91403'
1773,5236-PERKL,38,6,48.86,Competitor,Competitor offered higher download speeds,89,Pearblossom,4738,United States,34.445239,-117.894868,No,0,1613,No,'1',Yes,0,2785.02,0.0,9250.02,Yes,'93553'
1774,4971-PUYQO,48,6,11.09,Competitor,Competitor made better offer,89,San Diego,4464,United States,32.787836,-117.232376,No,0,46086,No,'2',Yes,0,299.43,0.0,3024.03,Yes,'92109'
1775,2133-TSRRM,47,21,32.94,,,39,Rosemead,5432,United States,34.065108,-118.082791,No,0,61623,No,'4',Yes,110,1119.96,0.0,4918.56,No,'91770'
1776,2157-MXBJS,20,82,41.22,Dissatisfaction,Network reliability,89,Calistoga,4800,United States,38.629618,-122.593216,Yes,1,7384,Yes,'3',Yes,0,535.86,0.0,1525.31,Yes,'94515'
1777,7241-AJHFS,53,25,6.2,,,66,Escondido,2426,United States,33.141265,-116.967221,No,0,48690,No,'3',No,150,198.4,47.87,3066.93,No,'92027'
1778,6521-YYTYI,59,30,7.99,Other,Moved,65,Navarro,2578,United States,39.182916,-123.552571,No,0,148,No,'3',Yes,0,7.99,0.0,101.29,Yes,'95463'
1779,1025-FALIX,49,30,37.51,,,23,Nicolaus,5379,United States,38.788898,-121.608624,No,0,751,No,'3',No,0,975.26,0.0,2790.91,Yes,'95659'
1780,3454-JFUBC,66,0,10.48,,,55,Pala,6136,United States,33.384345,-117.072619,No,0,1831,No,'5',No,0,712.64,0.0,2108.64,No,'92059'
1781,8218-FFJDS,21,41,15.35,,,27,Georgetown,6114,United States,38.9386,-120.785514,Yes,6,2723,Yes,'3',Yes,0,1105.2,0.0,7164.15,Yes,'95634'
1782,5203-XEHAX,55,7,45.56,,,48,Macdoel,3445,United States,41.769709,-121.92063,No,0,816,No,'3',Yes,0,1549.04,46.39,3555.7,Yes,'96058'
1783,2615-YVMYX,68,19,30.59,,,64,Chula Vista,5775,United States,32.605012,-116.97595,Yes,7,9278,Yes,'3',No,140,2171.89,0.0,10025.44,No,'91915'
1784,4884-LEVMQ,39,0,36.39,,,80,Valley Springs,2165,United States,38.156971,-120.849231,Yes,10,11266,Yes,'5',No,0,1419.21,0.0,2209.21,No,'95252'
1785,4918-QLLIW,23,82,47.68,Other,Don't know,65,Santa Monica,2755,United States,34.005439,-118.477507,No,0,26099,No,'2',Yes,0,143.04,0.0,331.74,Yes,'90405'
1786,2378-HTWFW,78,19,26.19,,,35,Newman,5527,United States,37.343846,-121.039391,No,0,8504,No,'3',No,40,916.65,0.0,4137.15,No,'95360'
1787,0082-OQIQY,50,17,2.05,,,60,Farmington,4561,United States,37.956963,-120.863055,No,0,596,No,'5',Yes,20,59.45,0.0,2687.05,No,'95230'
1788,3900-AQPHZ,45,0,49.51,Attitude,Attitude of support person,91,Pearblossom,4248,United States,34.445239,-117.894868,No,0,1613,No,'2',No,0,49.51,0.0,69.41,No,'93553'
1789,2004-OCQXK,44,16,44.94,Competitor,Competitor had better devices,85,Merced,5622,United States,37.40122,-120.514191,No,0,23100,No,'1',Yes,0,44.94,0.0,126.89,Yes,'95348'
1790,3324-OIRTO,23,59,14.14,,,74,Glennville,6101,United States,35.735694,-118.738483,Yes,1,296,Yes,'4',Yes,0,1003.94,0.0,8292.34,Yes,'93226'
1791,6582-PLFUU,40,0,28.96,,,40,Cedarville,5974,United States,41.505916,-120.152505,Yes,1,857,Yes,'4',No,0,1476.96,0.0,2563.71,No,'96104'
1792,0440-MOGPM,51,12,6.16,,,29,Petaluma,4176,United States,38.235021,-122.557332,No,0,35419,No,'3',Yes,0,252.56,0.0,3516.46,Yes,'94954'
1793,1809-DMJHQ,56,14,23.89,Competitor,Competitor had better devices,85,Newport Beach,4846,United States,33.634626,-117.874882,No,0,28687,No,'1',No,0,119.45,0.0,341.15,Yes,'92660'
1794,2065-MMKGR,47,4,41.38,,,32,Diamond Springs,4226,United States,38.683605,-120.811852,No,0,4426,No,'5',Yes,0,1200.02,0.0,3280.12,Yes,'95619'
1795,7026-YMSBE,62,0,24.57,,,59,Berkeley,3302,United States,37.871416,-122.246597,No,0,21205,No,'4',No,0,737.1,0.0,1362.15,No,'94704'
1796,5997-OPVFA,39,30,6.05,,,54,Montrose,6212,United States,34.2112,-118.230625,Yes,7,7527,Yes,'4',Yes,0,435.6,0.0,6690.05,Yes,'91020'
1797,3920-HIHMQ,53,19,16.34,,,38,Scotts Valley,4196,United States,37.070177,-122.010077,No,0,14574,No,'5',No,150,424.84,0.0,1840.49,No,'95066'
1798,5019-GQVCR,74,7,8.81,,,56,Westlake Village,4556,United States,34.130992,-118.894673,No,0,18735,No,'4',No,0,378.83,0.0,4024.43,Yes,'91361'
1799,1208-NBVFH,63,10,13.18,,,68,Perris,3235,United States,33.787298,-117.320676,Yes,5,36817,Yes,'3',No,0,263.6,0.0,1203.4,Yes,'92570'
1800,0725-CXOTM,29,59,44.7,,,68,Manteca,4844,United States,37.750822,-121.238423,No,0,19867,No,'3',Yes,0,1609.2,0.0,4957.3,Yes,'95337'
1801,7975-TZMLR,37,8,16.64,,,29,Reedley,5029,United States,36.636638,-119.421842,No,0,25923,No,'4',Yes,0,782.08,0.0,5671.38,Yes,'93654'
1802,7180-PISOG,41,16,36.44,Attitude,Attitude of service provider,75,Piru,5554,United States,34.432843,-118.730106,Yes,0,1459,No,'3',No,0,36.44,0.0,110.94,Yes,'93040'
1803,8624-GIOUT,40,30,35.87,Other,Don't know,78,Seeley,6006,United States,32.790282,-115.689559,No,0,1632,No,'1',No,0,1757.63,0.0,4691.93,Yes,'92273'
1804,2878-RMWXY,75,5,28.5,,,66,Temecula,4680,United States,33.475493,-117.219551,Yes,5,3070,Yes,'3',No,0,2052.0,0.0,9602.3,Yes,'92590'
1805,0347-UBKUZ,46,0,2.74,,,29,San Mateo,3366,United States,37.556094,-122.272437,No,0,31882,No,'4',No,0,41.1,0.0,361.55,No,'94404'
1806,7005-CYUIL,78,3,12.26,,,29,Laytonville,4964,United States,39.806141,-123.531098,Yes,2,2706,Yes,'3',No,0,870.46,0.0,8038.71,Yes,'95454'
1807,2025-JKFWI,31,21,24.14,Price,Lack of affordable download/upload speed,81,Burbank,3493,United States,34.188339,-118.300942,No,0,18112,No,'1',Yes,0,313.82,0.0,1615.52,Yes,'91501'
1808,6092-QZVPP,27,52,42.51,,,53,Fresno,4830,United States,36.799648,-119.801247,No,0,26580,No,'3',Yes,40,1530.36,0.0,4425.31,No,'93704'
1809,6202-JVYEU,28,0,4.02,,,31,Chino,3643,United States,33.990646,-117.663025,No,0,75319,No,'4',No,0,36.18,0.0,200.78,No,'91710'
1810,4720-VSTSI,54,6,40.17,Attitude,Attitude of support person,66,Monterey Park,3997,United States,34.050322,-118.147037,No,0,33280,No,'2',No,0,1767.48,0.0,5630.03,Yes,'91754'
1811,1663-MHLHE,33,0,35.88,,,44,Duarte,4629,United States,34.145695,-117.95982,No,0,27414,No,'3',No,0,35.88,0.0,55.08,No,'91010'
1812,5325-UWTWJ,47,21,22.42,,,48,Berkeley,5722,United States,37.897753,-122.279391,Yes,4,11889,Yes,'4',No,0,695.02,0.0,3624.77,Yes,'94707'
1813,4139-DETXS,53,6,0.0,,,45,Needles,5265,United States,34.711224,-114.702256,Yes,0,5488,No,'4',Yes,0,0.0,0.0,4528.0,Yes,'92363'
1814,1100-DDVRV,27,52,0.0,,,24,Twain Harte,5575,United States,38.107441,-120.230625,Yes,1,4848,Yes,'5',Yes,0,0.0,0.0,836.35,Yes,'95383'
1815,2186-QZEYA,68,22,8.88,,,30,San Leandro,2044,United States,37.687264,-122.15728,No,0,19815,No,'3',No,0,257.52,33.1,1943.37,Yes,'94579'
1816,5366-IJEQJ,20,59,5.54,Other,Don't know,86,San Diego,4115,United States,32.787836,-117.232376,No,0,46086,No,'1',No,0,110.8,0.0,1872.25,Yes,'92109'
1817,9670-BPNXF,48,8,8.4,,,80,Glennville,2935,United States,35.735694,-118.738483,No,0,296,No,'3',No,0,378.0,0.0,3174.45,Yes,'93226'
1818,4667-QONEA,72,16,48.9,,,59,Los Angeles,5153,United States,34.037251,-118.423573,Yes,9,24505,Yes,'3',No,0,2934.0,0.0,7390.35,Yes,'90064'
1819,3721-WKIIL,62,0,15.41,,,21,Smartville,2896,United States,39.176595,-121.291692,No,0,963,No,'5',No,0,416.07,13.07,964.15,No,'95977'
1820,1395-WSWXR,40,0,47.51,,,43,Weldon,4117,United States,35.55647,-118.244914,No,0,1935,No,'3',No,0,1140.24,0.0,1627.29,No,'93283'
